,ZIPCODE,Total Annual Payroll,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
111,11105,601860,37297.0,34.7,62841.0,36434.0,4097.0,10.984797704909242
112,11106,432532,39409.0,36.0,56442.0,33951.0,6903.0,17.516303382476085
113,11109,20866,4964.0,31.6,133070.0,88966.0,400.0,8.058017727639001
114,11201,2974770,60061.0,35.1,109472.0,71656.0,8400.0,13.985781122525433
115,11203,988986,75920.0,39.8,46971.0,23089.0,13481.0,17.756849315068493
116,11204,452848,79332.0,34.7,47135.0,21242.0,19393.0,24.44536882972823
117,11205,646834,44818.0,29.8,47437.0,27341.0,14562.0,32.49140970145923
118,11206,684363,86486.0,29.1,31549.0,19071.0,31300.0,36.19082857341073
119,11207,499519,93251.0,32.5,35849.0,18401.0,27671.0,29.67367642170057
120,11208,335247,95715.0,31.8,37640.0,17235.0,28329.0,29.597241811628273
121,11209,597793,67822.0,40.0,65181.0,39005.0,9702.0,14.305092742767833
122,11210,341999,68435.0,34.5,59520.0,26617.0,9709.0,14.187184919997078
123,11211,1146792,99964.0,30.4,59190.0,35470.0,28796.0,28.80637029330559
124,11212,538399,86469.0,33.2,28495.0,17064.0,29835.0,34.5036949658259
125,11213,275685,65434.0,33.3,37556.0,20401.0,17111.0,26.150013754317328
126,11214,449476,91728.0,39.3,52119.0,24952.0,15917.0,17.352389673818244
127,11215,1147000,69965.0,35.3,108178.0,64040.0,5623.0,8.036875580647466
128,11216,175656,55816.0,33.9,52239.0,32291.0,11550.0,20.692991256987245
129,11217,774450,38670.0,35.5,94970.0,61845.0,4767.0,12.327385570209465
130,11218,483390,74831.0,33.3,60821.0,27647.0,16928.0,22.621640763854554
131,11219,1505077,96287.0,27.9,36573.0,15183.0,34431.0,35.75872132271231
132,11220,1145019,101006.0,32.9,40576.0,17132.0,33832.0,33.495039898619886
133,11221,170010,84034.0,31.3,43361.0,22084.0,22363.0,26.611847585501106
134,11222,887335,35695.0,34.5,73391.0,43603.0,4396.0,12.31545034318532
135,11223,535765,79730.0,35.9,44647.0,23928.0,15942.0,19.994983067854008
136,11224,226898,43444.0,46.4,31371.0,23518.0,11449.0,26.35346653162692
137,11225,136142,60323.0,34.3,48597.0,27054.0,11773.0,19.516602291000115
138,11226,291779,101787.0,34.1,45031.0,23110.0,19156.0,18.81969210213485
139,11228,221949,46164.0,39.8,63641.0,30059.0,6028.0,13.057793951997228
140,11229,548788,82914.0,40.6,55187.0,27997.0,13357.0,16.109462816894613
141,11230,778241,88933.0,34.1,43344.0,25068.0,21333.0,23.987721093407398
142,11231,570437,36302.0,36.2,84223.0,56806.0,5381.0,14.822874772739794
143,11232,713975,29387.0,33.0,47785.0,22028.0,7501.0,25.524891959029503
144,11233,149193,72159.0,33.0,35686.0,21478.0,21394.0,29.648415305090147
145,11234,721837,95546.0,39.9,75362.0,32124.0,8471.0,8.865886588658865
146,11235,911985,78237.0,43.9,45578.0,29449.0,15970.0,20.412336873857637
147,11236,438330,100049.0,37.5,60885.0,25876.0,13951.0,13.944167357994584
148,11237,601896,53678.0,30.0,46351.0,20829.0,16454.0,30.6531539923246
149,11238,360927,53992.0,35.6,75757.0,45762.0,7416.0,13.735368202696696
150,11239,124886,12468.0,47.9,24610.0,18993.0,3846.0,30.846968238691048
151,11351,0,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
152,11354,1153369,58551.0,44.2,43660.0,23503.0,12228.0,20.884357227032844
153,11355,998352,82028.0,41.9,38451.0,19277.0,18777.0,22.890964061052323
154,11356,540333,24405.0,35.8,57849.0,24489.0,3079.0,12.616267158369187
155,11357,355027,39259.0,45.1,74255.0,35391.0,2137.0,5.44333783336305
156,11358,214481,37461.0,42.6,66173.0,31790.0,3696.0,9.866260911347801
157,11359,1277,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
158,11360,126316,19309.0,49.1,82982.0,44323.0,1213.0,6.282044642394738
159,11361,348062,29322.0,41.0,81846.0,35517.0,2279.0,7.772321124070664
160,11362,139126,18198.0,45.2,82827.0,38579.0,1297.0,7.127156830420925
161,11363,27320,7577.0,44.3,90443.0,42714.0,640.0,8.44661475518015
162,11364,103920,35068.0,44.7,70408.0,35358.0,2794.0,7.9673776662484315
163,11365,353243,44617.0,41.5,62509.0,29287.0,6154.0,13.792948875988973
164,11366,132623,14042.0,40.5,78223.0,32890.0,1890.0,13.45962113659023
165,11367,168754,42663.0,35.4,57310.0,27085.0,5554.0,13.018306260694278
166,11368,595086,112982.0,31.6,45980.0,16220.0,24189.0,21.409605069834132
167,11369,253146,37823.0,35.9,51864.0,21036.0,6337.0,16.754355815244693
168,11370,330552,34445.0,37.2,53293.0,21605.0,4749.0,13.78719698069386
169,11371,583153,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
170,11372,333879,64109.0,39.3,52792.0,26735.0,10517.0,16.404872950755745
171,11373,765054,96616.0,37.6,45677.0,21017.0,19552.0,20.236813778256188
172,11374,487037,43158.0,43.9,55550.0,34187.0,6501.0,15.063255943278188
173,11375,910244,71159.0,41.6,72982.0,45616.0,6844.0,9.617897946851418
174,11377,708511,90883.0,37.3,51675.0,24382.0,13601.0,14.965395068384627
175,11378,998982,33270.0,38.3,61631.0,31093.0,3569.0,10.727382025849113
176,11379,179406,36082.0,43.3,75320.0,34291.0,3103.0,8.599855883820187
177,11385,614938,103372.0,35.3,60526.0,26235.0,14743.0,14.262082575552373
178,11411,48142,19300.0,44.0,81678.0,31490.0,696.0,3.606217616580311
179,11412,52375,37802.0,39.3,71995.0,26554.0,3518.0,9.306385905507645
180,11413,264057,42699.0,38.4,80758.0,29548.0,2971.0,6.958008384271294
181,11414,101299,28247.0,45.1,70490.0,35737.0,2998.0,10.613516479626155
182,11415,166667,19308.0,38.0,64055.0,37190.0,2330.0,12.067536772322354
183,11416,404168,27144.0,35.0,59092.0,20772.0,4518.0,16.644562334217508
184,11417,124099,31742.0,36.8,66978.0,24586.0,4792.0,15.096717283094954
185,11418,617748,39908.0,33.9,63079.0,22888.0,6534.0,16.37265711135612
186,11419,110254,51642.0,36.2,62014.0,21095.0,8196.0,15.870802834901824
187,11420,160457,50549.0,36.8,61484.0,22303.0,7017.0,13.881580248867435
188,11421,67476,43341.0,36.1,64544.0,24385.0,5545.0,12.793890311714081
189,11422,98802,33408.0,36.1,85436.0,29361.0,2576.0,7.710727969348659
190,11423,114966,31823.0,39.9,66070.0,26984.0,3138.0,9.860792508562989
191,11424,985,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
192,11425,142,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
193,11426,66912,19991.0,37.9,77487.0,29886.0,2123.0,10.619778900505228
194,11427,123027,22941.0,42.0,65494.0,31036.0,2112.0,9.20622466326664
195,11428,76762,19736.0,39.8,68675.0,23558.0,2058.0,10.427644912849615
196,11429,127707,26739.0,39.4,77037.0,25988.0,3201.0,11.971277908672725
197,11430,2016111,179.0,42.9,-666666666.0,6107.0,152.0,84.91620111731844
198,11432,626130,64686.0,35.2,52277.0,22656.0,11418.0,17.65142380113162
199,11433,179948,34703.0,33.6,45820.0,19682.0,6524.0,18.799527418378815
200,11434,533030,66279.0,36.6,57454.0,24044.0,7675.0,11.579836750705352
201,11435,335695,57627.0,35.8,55268.0,24100.0,10246.0,17.77986013500616
202,11436,33746,20136.0,35.7,66837.0,24118.0,2611.0,12.966825586015098
203,11451,1326,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
204,11691,367992,64946.0,31.9,41190.0,18914.0,14548.0,22.400147815107935
205,11692,60780,19403.0,35.2,42333.0,21298.0,4368.0,22.511982683090245
206,11693,49180,12021.0,40.6,53829.0,28079.0,1992.0,16.571000748689794
207,11694,83790,21219.0,46.1,79145.0,41019.0,1364.0,6.428201140487299
208,11697,16467,3928.0,47.5,100909.0,46604.0,168.0,4.276985743380855
