Time,Total_Traffic_Passengers,humidity,wind_speed,real_temp,day_of_week,year,month,day,rain_today_clear,rain_today_drizzle,rain_today_intensity,rain_today_others,rain_today_rain,rain_today_snow,snow_today_others,Line Name_1R,Line Name_1RW
20,475.0,270.0,75.0,38.660000000000075,5,2016,12,30,0,0,0,1,0,0,1,0,1
16,594.0,300.0,40.0,37.940000000000026,5,2016,12,30,0,0,0,1,0,0,1,0,1
12,512.0,250.0,20.0,33.8,5,2016,12,30,0,0,0,1,0,0,1,0,1
20,306.0,160.0,90.0,41.468000000000096,4,2016,12,29,0,0,0,1,0,0,1,0,1
20,306.0,160.0,90.0,41.468000000000096,4,2016,12,29,0,0,0,1,0,0,1,0,1
20,306.0,160.0,90.0,41.468000000000096,4,2016,12,29,0,0,0,1,0,0,1,0,1
16,302.0,200.0,90.0,38.174000000000014,4,2016,12,29,0,0,0,1,0,0,1,0,1
16,302.0,200.0,90.0,38.174000000000014,4,2016,12,29,0,0,0,1,0,0,1,0,1
16,302.0,200.0,90.0,38.174000000000014,4,2016,12,29,0,0,0,1,0,0,1,0,1
12,609.0,159.0,75.0,31.370000000000058,4,2016,12,29,0,0,0,1,0,0,1,0,1
20,538.0,340.0,90.0,38.372000000000035,3,2016,12,28,0,0,0,1,0,0,1,0,1
16,459.0,310.0,90.0,39.056000000000026,3,2016,12,28,0,0,0,1,0,0,1,0,1
12,580.0,294.0,5.0,36.14000000000002,3,2016,12,28,0,0,0,1,0,0,1,0,1
20,564.0,290.0,20.0,60.09800000000003,2,2016,12,27,0,0,0,1,0,0,1,0,1
16,379.0,280.0,90.0,55.22000000000007,2,2016,12,27,0,1,0,0,0,0,1,0,1
16,379.0,280.0,90.0,55.22000000000007,2,2016,12,27,0,0,0,1,0,0,1,0,1
16,379.0,280.0,90.0,55.22000000000007,2,2016,12,27,0,0,0,1,0,0,1,0,1
12,611.0,250.0,90.0,53.87000000000007,2,2016,12,27,0,0,0,1,0,0,1,0,1
20,296.0,164.0,90.0,37.256000000000036,1,2016,12,26,0,0,0,1,0,0,1,0,1
20,296.0,164.0,90.0,37.256000000000036,1,2016,12,26,0,0,0,1,0,0,1,0,1
20,296.0,164.0,90.0,37.256000000000036,1,2016,12,26,0,0,0,1,0,0,1,0,1
16,290.0,0.0,90.0,34.46600000000001,1,2016,12,26,0,0,0,1,0,0,1,0,1
12,157.0,80.0,75.0,30.74000000000002,1,2016,12,26,0,0,0,1,0,0,1,0,1
20,214.0,360.0,5.0,50.0,7,2016,12,25,0,0,0,1,0,0,1,0,1
16,217.0,350.0,1.0,43.844000000000065,7,2016,12,25,0,0,0,1,0,0,1,0,1
12,78.0,290.0,1.0,35.87000000000006,7,2016,12,25,0,0,0,1,0,0,1,0,1
20,156.0,280.0,40.0,43.484,6,2016,12,24,0,0,0,1,0,0,1,0,1
16,182.0,230.0,90.0,37.526000000000096,6,2016,12,24,0,0,0,0,1,0,1,0,1
16,182.0,230.0,90.0,37.526000000000096,6,2016,12,24,0,0,0,1,0,0,1,0,1
12,104.0,0.0,90.0,38.04800000000002,6,2016,12,24,0,0,0,1,0,0,1,0,1
12,104.0,0.0,90.0,38.04800000000002,6,2016,12,24,0,0,0,1,0,0,1,0,1
20,332.0,260.0,75.0,45.98600000000007,5,2016,12,23,0,0,0,1,0,0,1,0,1
16,372.0,290.0,40.0,40.71200000000006,5,2016,12,23,0,0,0,1,0,0,1,0,1
12,525.0,275.0,20.0,32.756000000000036,5,2016,12,23,0,0,0,1,0,0,1,0,1
20,383.0,320.0,40.0,48.2,4,2016,12,22,0,0,0,1,0,0,1,0,1
16,342.0,228.0,75.0,39.578000000000074,4,2016,12,22,0,0,0,1,0,0,1,0,1
12,695.0,197.0,90.0,33.92600000000009,4,2016,12,22,0,0,0,1,0,0,1,0,1
20,391.0,320.0,90.0,39.2,3,2016,12,21,0,0,0,1,0,0,1,0,1
16,333.0,300.0,75.0,31.820000000000057,3,2016,12,21,0,0,0,1,0,0,1,0,1
12,789.0,272.0,75.0,22.73000000000004,3,2016,12,21,0,0,0,1,0,0,1,0,1
20,393.0,200.0,40.0,30.776000000000092,2,2016,12,20,0,0,0,1,0,0,1,0,1
16,318.0,10.0,5.0,24.656000000000034,2,2016,12,20,0,0,0,1,0,0,1,0,1
12,855.0,355.0,1.0,15.044000000000073,2,2016,12,20,0,0,0,1,0,0,1,0,1
20,343.0,10.0,75.0,28.526000000000092,1,2016,12,19,0,0,0,1,0,0,1,0,1
16,362.0,360.0,1.0,24.36800000000009,1,2016,12,19,0,0,0,1,0,0,1,0,1
12,866.0,350.0,5.0,24.18800000000005,1,2016,12,19,0,0,0,1,0,0,1,0,1
20,223.0,310.0,90.0,49.60400000000007,7,2016,12,18,0,0,0,1,0,0,1,0,1
20,223.0,310.0,90.0,49.60400000000007,7,2016,12,18,0,0,0,1,0,0,1,0,1
20,223.0,310.0,90.0,49.60400000000007,7,2016,12,18,0,0,0,1,0,0,1,0,1
16,233.0,222.0,90.0,48.38000000000004,7,2016,12,18,0,0,0,1,0,0,1,0,1
16,233.0,222.0,90.0,48.38000000000004,7,2016,12,18,0,0,0,1,0,0,1,0,1
12,128.0,217.0,90.0,41.0,7,2016,12,18,0,0,0,1,0,0,1,0,1
12,128.0,217.0,90.0,41.0,7,2016,12,18,0,0,0,1,0,0,1,0,1
20,275.0,280.0,90.0,33.8,6,2016,12,17,0,0,0,1,0,0,1,0,1
16,255.0,40.0,90.0,30.452000000000076,6,2016,12,17,0,0,0,1,0,0,1,0,1
16,255.0,40.0,90.0,30.452000000000076,6,2016,12,17,0,0,0,1,0,0,1,0,1
16,255.0,40.0,90.0,30.452000000000076,6,2016,12,17,0,0,0,1,0,0,1,0,1
12,130.0,70.0,90.0,24.908000000000005,6,2016,12,17,0,0,0,1,0,0,1,0,1
12,130.0,70.0,90.0,24.908000000000005,6,2016,12,17,0,0,0,1,0,0,1,0,1
12,130.0,70.0,90.0,24.908000000000005,6,2016,12,17,0,0,0,1,0,0,1,0,1
12,130.0,70.0,90.0,24.908000000000005,6,2016,12,17,0,0,0,1,0,0,1,0,1
20,387.0,310.0,40.0,38.04800000000002,5,2016,12,9,0,0,0,1,0,0,1,0,1
16,373.0,310.0,40.0,35.58200000000001,5,2016,12,9,0,0,0,1,0,0,1,0,1
12,752.0,270.0,40.0,30.794000000000075,5,2016,12,9,0,0,0,1,0,0,1,0,1
20,381.0,300.0,40.0,42.8,4,2016,12,8,0,0,0,1,0,0,1,0,1
16,339.0,250.0,90.0,38.51600000000001,4,2016,12,8,0,0,0,1,0,0,1,0,1
12,854.0,294.0,90.0,34.05200000000008,4,2016,12,8,0,0,0,1,0,0,1,0,1
20,355.0,0.0,90.0,44.87000000000007,3,2016,12,7,0,0,0,1,0,0,1,0,1
16,311.0,30.0,90.0,40.37000000000006,3,2016,12,7,0,0,0,1,0,0,1,0,1
16,311.0,30.0,90.0,40.37000000000006,3,2016,12,7,0,0,0,1,0,0,1,0,1
12,871.0,40.0,90.0,38.75,3,2016,12,7,0,0,0,1,0,0,1,0,1
20,355.0,120.0,90.0,44.45600000000003,2,2016,12,6,0,0,0,1,0,0,1,0,1
16,283.0,36.0,1.0,38.912000000000056,2,2016,12,6,0,0,0,1,0,0,1,0,1
12,807.0,130.0,40.0,31.73000000000004,2,2016,12,6,0,0,0,1,0,0,1,0,1
20,331.0,310.0,40.0,48.05600000000002,1,2016,12,5,0,0,0,1,0,0,1,0,1
16,365.0,280.0,90.0,40.964000000000034,1,2016,12,5,0,0,0,1,0,0,1,0,1
12,745.0,235.0,90.0,35.47400000000001,1,2016,12,5,0,0,0,1,0,0,1,0,1
12,745.0,235.0,90.0,35.47400000000001,1,2016,12,5,0,0,0,1,0,0,1,0,1
12,745.0,235.0,90.0,35.47400000000001,1,2016,12,5,0,0,0,1,0,0,1,0,1
12,745.0,235.0,90.0,35.47400000000001,1,2016,12,5,0,0,0,1,0,0,1,0,1
20,232.0,20.0,40.0,45.842,7,2016,12,4,0,0,0,1,0,0,1,0,1
16,235.0,360.0,40.0,41.432000000000016,7,2016,12,4,0,0,0,1,0,0,1,0,1
12,207.0,321.0,20.0,37.4,7,2016,12,4,0,0,0,1,0,0,1,0,1
20,366.0,330.0,90.0,46.238000000000035,6,2016,12,3,0,0,0,1,0,0,1,0,1
16,343.0,320.0,1.0,44.13200000000002,6,2016,12,3,0,0,0,1,0,0,1,0,1
12,232.0,310.0,90.0,40.982000000000006,6,2016,12,3,0,0,0,1,0,0,1,0,1
20,396.0,310.0,75.0,50.14400000000008,5,2016,12,2,0,0,0,1,0,0,1,0,1
16,370.0,290.0,75.0,45.14000000000002,5,2016,12,2,0,0,0,1,0,0,1,0,1
12,550.0,240.0,40.0,38.22800000000007,5,2016,12,2,0,0,0,1,0,0,1,0,1
20,381.0,300.0,90.0,50.27000000000007,4,2016,12,1,0,0,0,1,0,0,1,0,1
16,353.0,290.0,20.0,52.77200000000003,4,2016,12,1,0,0,0,1,0,0,1,0,1
12,874.0,290.0,40.0,51.09800000000003,4,2016,12,1,0,0,0,1,0,0,1,0,1
20,338.0,80.0,90.0,54.01400000000003,3,2016,11,30,0,0,0,0,1,0,1,0,1
20,338.0,80.0,90.0,54.01400000000003,3,2016,11,30,0,0,0,1,0,0,1,0,1
20,338.0,80.0,90.0,54.01400000000003,3,2016,11,30,0,0,0,1,0,0,1,0,1
16,251.0,59.0,90.0,53.564000000000036,3,2016,11,30,0,0,0,1,0,0,1,0,1
16,251.0,59.0,90.0,53.564000000000036,3,2016,11,30,0,0,0,1,0,0,1,0,1
16,251.0,59.0,90.0,53.564000000000036,3,2016,11,30,0,0,0,1,0,0,1,0,1
12,856.0,182.0,1.0,49.55,3,2016,11,30,0,0,0,1,0,0,1,0,1
12,856.0,182.0,1.0,49.55,3,2016,11,30,0,0,0,1,0,0,1,0,1
20,351.0,180.0,90.0,57.88399999999999,2,2016,11,29,0,0,0,0,1,0,1,0,1
20,351.0,180.0,90.0,57.88399999999999,2,2016,11,29,0,0,0,1,0,0,1,0,1
16,223.0,160.0,90.0,54.554000000000045,2,2016,11,29,0,0,0,1,0,0,1,0,1
16,223.0,160.0,90.0,54.554000000000045,2,2016,11,29,0,0,0,1,0,0,1,0,1
12,828.0,143.0,90.0,49.622000000000035,2,2016,11,29,0,0,0,1,0,0,1,0,1
20,341.0,220.0,75.0,51.65600000000003,1,2016,11,28,0,0,0,1,0,0,1,0,1
16,238.0,246.0,40.0,44.1680000000001,1,2016,11,28,0,0,0,1,0,0,1,0,1
12,819.0,281.0,5.0,31.31600000000001,1,2016,11,28,0,0,0,1,0,0,1,0,1
20,249.0,330.0,75.0,48.488000000000035,7,2016,11,27,0,0,0,1,0,0,1,0,1
16,202.0,360.0,40.0,44.996000000000045,7,2016,11,27,0,0,0,1,0,0,1,0,1
12,125.0,270.0,1.0,34.05200000000008,7,2016,11,27,0,0,0,1,0,0,1,0,1
20,273.0,320.0,40.0,48.57800000000007,6,2016,11,26,0,0,0,1,0,0,1,0,1
16,322.0,30.0,90.0,46.25600000000003,6,2016,11,26,0,0,0,1,0,0,1,0,1
12,167.0,320.0,1.0,40.496000000000045,6,2016,11,26,0,0,0,1,0,0,1,0,1
12,167.0,320.0,1.0,40.496000000000045,6,2016,11,26,0,0,0,1,0,0,1,0,1
20,244.0,270.0,90.0,52.358,5,2016,11,25,0,0,0,1,0,0,1,0,1
20,244.0,270.0,90.0,52.358,5,2016,11,25,0,0,0,1,0,0,1,0,1
16,286.0,100.0,90.0,47.89400000000008,5,2016,11,25,0,0,0,1,0,0,1,0,1
12,246.0,343.0,90.0,43.05200000000008,5,2016,11,25,0,0,0,1,0,0,1,0,1
20,134.0,80.0,90.0,45.680000000000035,4,2016,11,24,0,0,0,1,0,0,1,0,1
16,163.0,95.0,90.0,41.306000000000026,4,2016,11,24,0,0,0,1,0,0,1,0,1
20,315.0,360.0,1.0,45.10400000000007,3,2016,11,23,0,0,0,1,0,0,1,0,1
16,326.0,310.0,1.0,37.92200000000004,3,2016,11,23,0,0,0,1,0,0,1,0,1
12,664.0,290.0,1.0,32.95400000000005,3,2016,11,23,0,0,0,1,0,0,1,0,1
12,664.0,290.0,1.0,32.95400000000005,3,2016,11,23,0,0,0,1,0,0,1,0,1
20,370.0,310.0,90.0,40.85600000000003,2,2016,11,22,0,0,0,1,0,0,1,0,1
16,303.0,320.0,75.0,38.78600000000007,2,2016,11,22,0,0,0,1,0,0,1,0,1
12,768.0,310.0,90.0,36.42800000000007,2,2016,11,22,0,0,0,1,0,0,1,0,1
20,328.0,290.0,90.0,39.61400000000003,1,2016,11,21,0,0,0,1,0,0,1,0,1
16,318.0,290.0,90.0,36.788000000000046,1,2016,11,21,0,0,0,1,0,0,1,0,1
16,318.0,290.0,90.0,36.788000000000046,1,2016,11,21,0,0,0,1,0,0,1,0,1
12,908.0,290.0,75.0,35.88800000000005,1,2016,11,21,0,0,0,1,0,0,1,0,1
12,908.0,290.0,75.0,35.88800000000005,1,2016,11,21,0,0,0,1,0,0,1,0,1
20,122.0,270.0,75.0,40.1,7,2016,11,20,0,0,0,1,0,0,1,0,1
20,122.0,270.0,75.0,40.1,7,2016,11,20,0,0,0,1,0,0,1,0,1
16,150.0,270.0,90.0,37.67000000000006,7,2016,11,20,0,0,0,1,0,0,1,0,1
12,102.0,0.0,90.0,37.99400000000007,7,2016,11,20,0,0,0,1,0,0,1,0,1
20,245.0,170.0,20.0,61.41200000000007,6,2016,11,19,0,0,0,1,0,0,1,0,1
16,237.0,40.0,1.0,55.544000000000075,6,2016,11,19,0,0,0,1,0,0,1,0,1
12,162.0,40.0,1.0,39.16400000000003,6,2016,11,19,0,0,0,1,0,0,1,0,1
20,336.0,180.0,90.0,64.4,5,2016,11,18,0,0,0,1,0,0,1,0,1
20,336.0,180.0,90.0,64.4,5,2016,11,18,0,0,0,1,0,0,1,0,1
16,350.0,310.0,1.0,51.35,5,2016,11,18,0,0,0,1,0,0,1,0,1
12,751.0,340.0,1.0,38.408,5,2016,11,18,0,0,0,1,0,0,1,0,1
20,395.0,340.0,20.0,61.08800000000005,4,2016,11,17,0,0,0,1,0,0,1,0,1
16,360.0,320.0,1.0,56.13800000000005,4,2016,11,17,0,0,0,1,0,0,1,0,1
12,779.0,311.0,1.0,44.31200000000005,4,2016,11,17,0,0,0,1,0,0,1,0,1
20,376.0,260.0,20.0,61.21400000000003,3,2016,11,16,0,0,0,1,0,0,1,0,1
16,315.0,260.0,20.0,52.25,3,2016,11,16,0,0,0,1,0,0,1,0,1
12,849.0,0.0,20.0,41.39600000000005,3,2016,11,16,0,0,0,1,0,0,1,0,1
20,359.0,310.0,90.0,50.378000000000064,2,2016,11,15,0,0,0,1,0,0,1,0,1
20,359.0,310.0,90.0,50.378000000000064,2,2016,11,15,0,0,0,1,0,0,1,0,1
20,359.0,310.0,90.0,50.378000000000064,2,2016,11,15,0,0,0,1,0,0,1,0,1
16,238.0,20.0,90.0,46.760000000000076,2,2016,11,15,0,0,0,0,1,0,1,0,1
16,238.0,20.0,90.0,46.760000000000076,2,2016,11,15,0,0,0,1,0,0,1,0,1
16,238.0,20.0,90.0,46.760000000000076,2,2016,11,15,0,0,0,0,1,0,1,0,1
16,238.0,20.0,90.0,46.760000000000076,2,2016,11,15,0,0,0,1,0,0,1,0,1
12,959.0,30.0,90.0,48.2,2,2016,11,15,0,0,0,0,1,0,1,0,1
12,959.0,30.0,90.0,48.2,2,2016,11,15,0,0,0,1,0,0,1,0,1
20,340.0,190.0,75.0,61.46600000000001,1,2016,11,14,0,0,0,1,0,0,1,0,1
16,279.0,234.0,1.0,52.75400000000007,1,2016,11,14,0,0,0,1,0,0,1,0,1
12,762.0,239.0,1.0,35.47400000000001,1,2016,11,14,0,0,0,1,0,0,1,0,1
20,0.0,280.0,1.0,61.484,7,2016,11,13,0,0,0,1,0,0,1,0,1
16,0.0,290.0,1.0,47.58800000000005,7,2016,11,13,0,0,0,1,0,0,1,0,1
12,0.0,255.0,1.0,34.142,7,2016,11,13,0,0,0,1,0,0,1,0,1
20,1.0,300.0,1.0,49.85600000000003,6,2016,11,12,0,0,0,1,0,0,1,0,1
16,0.0,320.0,1.0,42.49400000000007,6,2016,11,12,0,0,0,1,0,0,1,0,1
12,0.0,330.0,1.0,34.610000000000085,6,2016,11,12,0,0,0,1,0,0,1,0,1
20,353.0,330.0,1.0,59.0,5,2016,11,11,0,0,0,1,0,0,1,0,1
16,299.0,320.0,1.0,59.25200000000007,5,2016,11,11,0,0,0,1,0,0,1,0,1
12,614.0,270.0,1.0,47.06600000000001,5,2016,11,11,0,0,0,1,0,0,1,0,1
20,367.0,270.0,75.0,55.994000000000064,4,2016,11,10,0,0,0,1,0,0,1,0,1
16,330.0,310.0,75.0,46.814000000000036,4,2016,11,10,0,0,0,1,0,0,1,0,1
12,840.0,350.0,1.0,38.78600000000007,4,2016,11,10,0,0,0,1,0,0,1,0,1
20,325.0,320.0,90.0,54.194000000000074,3,2016,11,9,0,0,0,1,0,0,1,0,1
20,325.0,320.0,90.0,54.194000000000074,3,2016,11,9,0,0,0,1,0,0,1,0,1
20,325.0,320.0,90.0,54.194000000000074,3,2016,11,9,0,0,0,1,0,0,1,0,1
16,264.0,330.0,90.0,51.78200000000002,3,2016,11,9,0,0,0,1,0,0,1,0,1
16,264.0,330.0,90.0,51.78200000000002,3,2016,11,9,0,0,0,1,0,0,1,0,1
16,264.0,330.0,90.0,51.78200000000002,3,2016,11,9,0,0,0,1,0,0,1,0,1
12,744.0,280.0,1.0,48.938000000000045,3,2016,11,9,0,0,0,1,0,0,1,0,1
20,374.0,270.0,1.0,67.1,2,2016,11,8,0,0,0,1,0,0,1,0,1
16,248.0,280.0,1.0,53.70800000000001,2,2016,11,8,0,0,0,1,0,0,1,0,1
16,248.0,280.0,1.0,53.70800000000001,2,2016,11,8,0,0,0,1,0,0,1,0,1
12,765.0,290.0,1.0,36.10400000000005,2,2016,11,8,0,0,0,1,0,0,1,0,1
20,280.0,360.0,1.0,53.58200000000002,1,2016,11,7,0,0,0,1,0,0,1,0,1
16,308.0,40.0,1.0,46.670000000000066,1,2016,11,7,0,0,0,1,0,0,1,0,1
12,822.0,320.0,1.0,34.412000000000056,1,2016,11,7,0,0,0,1,0,0,1,0,1
20,195.0,310.0,1.0,56.49800000000002,7,2016,11,6,0,0,0,1,0,0,1,0,1
16,230.0,330.0,1.0,55.88600000000007,7,2016,11,6,0,0,0,1,0,0,1,0,1
12,174.0,320.0,1.0,50.1260000000001,7,2016,11,6,0,0,0,1,0,0,1,0,1
21,196.0,300.0,75.0,61.628000000000064,6,2016,11,5,0,0,0,1,0,0,1,0,1
17,226.0,290.0,1.0,56.76800000000009,6,2016,11,5,0,0,0,1,0,0,1,0,1
13,172.0,280.0,1.0,38.53399999999999,6,2016,11,5,0,0,0,1,0,0,1,0,1
21,282.0,340.0,1.0,59.52200000000003,5,2016,11,4,0,0,0,1,0,0,1,0,1
17,374.0,350.0,40.0,57.56000000000007,5,2016,11,4,0,0,0,1,0,0,1,0,1
13,528.0,310.0,1.0,49.298000000000016,5,2016,11,4,0,0,0,1,0,0,1,0,1
21,308.0,300.0,1.0,71.87000000000006,4,2016,11,3,0,0,0,1,0,0,1,0,1
17,353.0,290.0,40.0,66.59600000000005,4,2016,11,3,0,0,0,1,0,0,1,0,1
17,353.0,290.0,40.0,66.59600000000005,4,2016,11,3,0,0,0,1,0,0,1,0,1
13,515.0,217.0,1.0,54.878000000000064,4,2016,11,3,0,0,0,1,0,0,1,0,1
13,515.0,217.0,1.0,54.878000000000064,4,2016,11,3,0,0,0,1,0,0,1,0,1
13,515.0,217.0,1.0,54.878000000000064,4,2016,11,3,0,0,0,1,0,0,1,0,1
21,329.0,250.0,1.0,70.91600000000003,3,2016,11,2,0,0,0,1,0,0,1,0,1
17,401.0,280.0,1.0,63.23000000000004,3,2016,11,2,0,0,0,0,1,0,1,0,1
17,401.0,280.0,1.0,63.23000000000004,3,2016,11,2,0,0,0,1,0,0,1,0,1
13,599.0,225.0,1.0,49.982000000000006,3,2016,11,2,0,0,0,1,0,0,1,0,1
21,323.0,160.0,90.0,57.758,2,2016,11,1,0,0,0,1,0,0,1,0,1
17,314.0,250.0,40.0,54.33800000000005,2,2016,11,1,0,0,0,1,0,0,1,0,1
13,551.0,74.0,0.0,39.45920000000011,2,2016,11,1,1,0,0,0,0,0,1,0,1
21,320.0,348.0,0.0,49.69760000000011,1,2016,10,31,1,0,0,0,0,0,1,0,1
17,309.0,344.0,0.0,48.4898,1,2016,10,31,1,0,0,0,0,0,1,0,1
13,564.0,350.0,0.0,41.94860000000008,1,2016,10,31,1,0,0,0,0,0,1,0,1
21,1.0,12.0,0.52,65.14160000000007,7,2016,10,30,0,0,0,0,1,0,1,0,1
17,0.0,240.0,92.0,68.40320000000007,7,2016,10,30,0,0,0,1,0,0,1,0,1
13,0.0,263.0,12.0,59.33839999999998,7,2016,10,30,0,0,0,1,0,0,1,0,1
21,5.0,236.0,12.0,60.72980000000002,6,2016,10,29,0,0,0,1,0,0,1,0,1
17,2.0,231.0,36.0,56.591600000000064,6,2016,10,29,0,0,0,1,0,0,1,0,1
13,1.0,247.0,0.0,40.053200000000075,6,2016,10,29,1,0,0,0,0,0,1,0,1
21,307.0,313.0,0.0,49.611200000000096,5,2016,10,28,1,0,0,0,0,0,1,1,0
17,337.0,305.0,8.0,46.47200000000004,5,2016,10,28,0,0,0,1,0,0,1,1,0
13,516.0,300.0,0.0,47.68700000000005,5,2016,10,28,1,0,0,0,0,0,1,1,0
21,237.0,149.0,3.815,50.11520000000004,4,2016,10,27,0,0,0,0,1,0,1,1,0
17,295.0,131.0,1.0225,48.54920000000003,4,2016,10,27,0,0,0,0,1,0,1,1,0
13,544.0,61.0,88.0,42.64340000000002,4,2016,10,27,0,0,0,1,0,0,1,1,0
21,304.0,328.0,44.0,48.06500000000002,3,2016,10,26,0,0,0,1,0,0,1,1,0
17,356.0,324.0,0.0,48.025400000000026,3,2016,10,26,1,0,0,0,0,0,1,1,0
13,546.0,321.0,0.0,39.3818,3,2016,10,26,1,0,0,0,0,0,1,1,0
21,296.0,311.0,0.0,50.53820000000007,2,2016,10,25,1,0,0,0,0,0,1,1,0
17,343.0,307.0,0.0,51.5534,2,2016,10,25,1,0,0,0,0,0,1,1,0
13,629.0,303.0,44.0,46.82479999999998,2,2016,10,25,0,0,0,1,0,0,1,1,0
21,301.0,304.0,0.0,55.86080000000005,1,2016,10,24,1,0,0,0,0,0,1,1,0
17,366.0,296.0,0.0,57.938000000000045,1,2016,10,24,1,0,0,0,0,0,1,1,0
13,573.0,273.0,0.105,50.923400000000065,1,2016,10,24,0,0,0,0,1,0,1,1,0
21,29.0,287.0,0.0,58.470800000000025,7,2016,10,23,1,0,0,0,0,0,1,1,0
17,0.0,286.0,32.0,57.46280000000003,7,2016,10,23,0,0,0,1,0,0,1,1,0
13,2.0,284.0,0.0,48.34760000000009,7,2016,10,23,1,0,0,0,0,0,1,1,0
21,1.0,290.0,0.21,47.195600000000006,6,2016,10,22,0,0,0,0,1,0,1,1,0
17,0.0,296.0,2.2,48.14240000000003,6,2016,10,22,0,0,0,0,1,0,1,1,0
13,1.0,333.0,4.22,54.77180000000002,6,2016,10,22,0,0,0,0,1,0,1,1,0
21,271.0,120.0,0.285,68.33839999999998,5,2016,10,21,0,0,0,0,1,0,1,1,0
17,288.0,150.0,1.545,68.6102000000001,5,2016,10,21,0,0,0,0,1,0,1,1,0
13,534.0,151.0,0.465,66.18020000000007,5,2016,10,21,0,0,0,0,1,0,1,1,0
21,312.0,119.0,92.0,71.57660000000004,4,2016,10,20,0,0,0,1,0,0,1,1,0
17,364.0,117.0,12.0,73.8068,4,2016,10,20,0,0,0,1,0,0,1,1,0
13,515.0,72.0,20.0,66.88399999999999,4,2016,10,20,0,0,0,1,0,0,1,1,0
21,345.0,324.0,64.0,78.39860000000007,3,2016,10,19,0,0,0,1,0,0,1,1,0
17,373.0,287.0,0.0,78.0602000000001,3,2016,10,19,1,0,0,0,0,0,1,1,0
13,570.0,228.0,0.0,66.11000000000007,3,2016,10,19,1,0,0,0,0,0,1,1,0
21,295.0,199.0,0.0,76.43120000000005,2,2016,10,18,1,0,0,0,0,0,1,1,0
17,373.0,192.0,0.0,75.5636000000001,2,2016,10,18,1,0,0,0,0,0,1,1,0
13,530.0,210.0,0.0,61.81699999999999,2,2016,10,18,1,0,0,0,0,0,1,1,0
21,257.0,215.0,32.0,74.43140000000007,1,2016,10,17,0,0,0,1,0,0,1,1,0
17,345.0,216.0,0.0,74.19920000000003,1,2016,10,17,1,0,0,0,0,0,1,1,0
13,515.0,225.0,12.0,58.93520000000011,1,2016,10,17,0,0,0,1,0,0,1,1,0
21,167.0,218.0,8.0,70.64960000000006,7,2016,10,16,0,0,0,1,0,0,1,1,0
17,189.0,225.0,24.0,68.48960000000008,7,2016,10,16,0,0,0,1,0,0,1,1,0
13,169.0,225.0,0.0,52.95020000000002,7,2016,10,16,1,0,0,0,0,0,1,1,0
21,214.0,179.0,0.0,63.01579999999999,6,2016,10,15,1,0,0,0,0,0,1,1,0
17,294.0,176.0,0.0,63.99680000000002,6,2016,10,15,1,0,0,0,0,0,1,1,0
13,218.0,26.0,0.0,45.091400000000036,6,2016,10,15,1,0,0,0,0,0,1,1,0
21,339.0,341.0,0.0,58.008200000000016,5,2016,10,14,1,0,0,0,0,0,1,1,0
17,380.0,352.0,0.0,57.04520000000008,5,2016,10,14,1,0,0,0,0,0,1,1,0
13,519.0,359.0,0.0,50.5022000000001,5,2016,10,14,1,0,0,0,0,0,1,1,0
21,307.0,272.0,44.0,69.86120000000008,4,2016,10,13,0,0,0,1,0,0,1,1,0
17,385.0,217.0,80.0,69.36800000000008,4,2016,10,13,0,0,0,1,0,0,1,1,0
13,555.0,292.0,56.0,51.654200000000074,4,2016,10,13,0,0,0,1,0,0,1,1,0
21,272.0,157.0,0.0,65.58260000000007,3,2016,10,12,1,0,0,0,0,0,1,1,0
17,348.0,149.0,8.0,66.61400000000003,3,2016,10,12,0,0,0,1,0,0,1,1,0
13,511.0,64.0,0.0,49.96760000000005,3,2016,10,12,1,0,0,0,0,0,1,1,0
21,259.0,126.0,0.0,62.70439999999999,2,2016,10,11,1,0,0,0,0,0,1,1,0
17,362.0,96.0,0.0,61.734200000000115,2,2016,10,11,1,0,0,0,0,0,1,1,0
13,634.0,27.0,0.0,46.26320000000007,2,2016,10,11,1,0,0,0,0,0,1,1,0
21,273.0,350.0,0.0,58.84340000000002,1,2016,10,10,1,0,0,0,0,0,1,1,0
17,302.0,349.0,0.0,57.64100000000001,1,2016,10,10,1,0,0,0,0,0,1,1,0
13,468.0,3.0,0.0,51.557000000000016,1,2016,10,10,1,0,0,0,0,0,1,1,0
21,161.0,7.0,100.0,57.135200000000104,7,2016,10,9,0,0,0,1,0,0,1,1,0
17,205.0,6.0,92.0,56.07680000000007,7,2016,10,9,0,0,0,1,0,0,1,1,0
13,325.0,7.0,0.5,58.93700000000005,7,2016,10,9,0,0,0,0,1,0,1,1,0
21,151.0,153.0,92.0,69.91880000000006,6,2016,10,8,0,0,0,1,0,0,1,1,0
17,199.0,127.0,88.0,70.23020000000005,6,2016,10,8,0,0,0,1,0,0,1,1,0
13,200.0,77.0,92.0,62.17880000000004,6,2016,10,8,0,0,0,1,0,0,1,1,0
21,362.0,128.0,0.0,69.81620000000002,5,2016,10,7,1,0,0,0,0,0,1,1,0
17,344.0,110.0,0.0,71.44700000000003,5,2016,10,7,1,0,0,0,0,0,1,1,0
13,552.0,57.0,0.0,52.538000000000046,5,2016,10,7,1,0,0,0,0,0,1,1,0
21,345.0,129.0,0.0,70.05920000000012,4,2016,10,6,1,0,0,0,0,0,1,1,0
